valence,year,acousticness,artistname,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,trackname,popularity,release_date,speechiness,tempo,uri
0.44,1924,0.996,Francisco Canaro,0.456,172493,0.325,0,3vNSAfq1Kpl8iKkb47oMJQ,0.95,4,0.327,-15.917,0,Muchachita Loca - Remasterizado,0,1924-07-11,0.129,127.493,spotify:track:3vNSAfq1Kpl8iKkb47oMJQ
0.675,1924,0.763,"The Chenille Sisters, ""James Dapognys Chicago Jazz Band""]",0.654,206693,0.326,0,3weXrCuH0BVpfGaonKxZ3c,0.0,0,0.0366,-11.12,1,Bob White,0,1924,0.0706,79.84,spotify:track:3weXrCuH0BVpfGaonKxZ3c
0.878,1924,0.995,George Olsen,0.8009999999999999,126307,0.398,0,46I2GKZAgZPBEPud1gzMlS,0.895,10,0.0802,-11.753,1,Toodles - My Baby's Baby Blue Eyes,0,1924-01-01,0.0459,106.301,spotify:track:46I2GKZAgZPBEPud1gzMlS
0.354,1924,0.995,Mlle Davia,0.382,176240,0.274,0,46VoG8v7mJStzIkyJw4hJD,0.0201,5,0.293,-17.137,0,Pour un homme,0,1924,0.062,127.386,spotify:track:46VoG8v7mJStzIkyJw4hJD
0.727,1924,0.995,Maurice Chevalier,0.534,176067,0.166,0,4BI5x2PIP4RtYUtfRD36gZ,0.0,5,0.139,-15.402,1,C'est pas grand chose,0,1924,0.0719,129.39600000000002,
0.7759999999999999,1924,0.996,Ignacio Corsini,0.58,147267,0.117,0,4CRqnUrUiDEi1d3jSLKgTH,0.934,5,0.1369999999999999,-25.096,1,Fea - Remasterizado,0,1924-03-29,0.129,130.235,spotify:track:4CRqnUrUiDEi1d3jSLKgTH
0.361,1924,0.951,"The Chenille Sisters, ""James Dapognys Chicago Jazz Band""]",0.5920000000000001,275667,0.115,0,4Eo9mdYFPtjBeUrHlHcnlx,6.61e-06,5,0.115,-13.934,1,Little White Lies,0,1924,0.041,115.759,spotify:track:4Eo9mdYFPtjBeUrHlHcnlx
0.443,1924,0.995,Francisco Canaro,0.456,189547,0.116,0,4GCADzGgIy4ywHIWCKkWNM,0.954,8,0.146,-17.128,1,Yo Tuve un Cariño - Remasterizado,0,1924-07-11,0.1,132.705,spotify:track:4GCADzGgIy4ywHIWCKkWNM
0.306,1924,0.995,Ignacio Corsini,0.47,175640,0.0838,0,4JcqL56M22aCDB37MSSnH1,0.8340000000000001,8,0.108,-25.666,1,El Olivo - Remasterizado,0,1924-03-29,0.0726,116.989,spotify:track:4JcqL56M22aCDB37MSSnH1
0.969,1924,0.995,George Olsen,0.6709999999999999,164507,0.4920000000000001,0,4L0ek0zTuWb9dYvSy5uUIL,0.898,10,0.156,-13.83,1,Sax-o-phun - A Study In Laugh and Slap Tongue,0,1924-01-01,0.0395,109.993,spotify:track:4L0ek0zTuWb9dYvSy5uUIL
0.908,1924,0.995,Francisco Canaro,0.375,169253,0.319,0,4N3kXRigvFadWNy6Tq7ayJ,0.8740000000000001,4,0.172,-15.537,1,En la Vida Hay un Corazón - Remasterizado,0,1924-07-12,0.0441,163.387,spotify:track:4N3kXRigvFadWNy6Tq7ayJ
0.69,1924,0.996,Ignacio Corsini,0.597,156160,0.113,0,4TuFMDzGgPrDEmXwZbGChX,0.904,4,0.115,-24.686,1,Melancolica Casita - Remasterizado,0,1924-03-29,0.1639999999999999,65.457,spotify:track:4m46DNG15GqL1NK13D7JmJ
0.736,1924,0.996,Francisco Canaro,0.746,140547,0.231,0,4U6AcKBTdp67QToRpDHHb9,0.956,2,0.145,-15.838,1,China de Mi Amor - Remasterizado,0,1924-07-11,0.0842,115.355,spotify:track:4U6AcKBTdp67QToRpDHHb9
0.385,1924,0.996,Francisco Canaro,0.731,181173,0.233,0,4WdaiZK4fMflUP8ruEYH8l,0.967,1,0.146,-15.861,0,Il Picolo Navio - Remasterizado,0,1924-07-11,0.264,124.516,spotify:track:4WdaiZK4fMflUP8ruEYH8l
0.5329999999999999,1924,0.994,George Olsen,0.619,203480,0.282,0,4YH89e5hyfAel9AAN97rvN,0.451,10,0.0872,-16.012,1,Sally Lou,0,1924-01-01,0.0412,103.758,spotify:track:4YH89e5hyfAel9AAN97rvN
0.495,1924,0.954,Lionel Hampton Orchestra,0.547,362587,0.568,0,4eNQvjOAqygtLY4i28x17x,0.356,1,0.199,-10.012,1,Stompin' at the Savoy - Mix Two,0,1924,0.0301,135.524,spotify:track:4eNQvjOAqygtLY4i28x17x
0.412,1924,0.996,Francisco Canaro,0.457,136320,0.287,0,4eTrXVeB8bQza6nYQuxiae,0.917,7,0.162,-12.439,1,Un Metejón - Remasterizado,0,1924-07-12,0.193,95.47,spotify:track:4eTrXVeB8bQza6nYQuxiae
0.775,1924,0.991,George Olsen,0.71,171747,0.311,0,4fsYspmSsMdX5lixH2B8Rs,0.923,3,0.201,-13.292,1,Follow the Swallow,0,1924-01-01,0.0374,106.585,spotify:track:4fsYspmSsMdX5lixH2B8Rs
0.487,1924,0.995,Fortugé,0.535,188067,0.151,0,4g4UXXZXrlGxdrXisWRTYo,0.0,10,0.376,-16.059,0,La chanson du trombone,0,1924,0.0675,81.78699999999998,spotify:track:4g4UXXZXrlGxdrXisWRTYo
0.541,1924,0.98,Robert Marino,0.327,192267,0.271,0,4ltnhOLm5o612B902ti2TV,9.24e-05,2,0.186,-15.228,1,Les larmes de pierrot,0,1924,0.0429,93.289,spotify:track:4ltnhOLm5o612B902ti2TV
0.8340000000000001,1924,0.995,Francisco Canaro,0.545,185160,0.439,0,4lwzPjx1blV6uaPLsduFTc,0.941,9,0.185,-16.679000000000002,1,Asaura - Remasterizado,0,1924-07-11,0.0815,121.012,spotify:track:4lwzPjx1blV6uaPLsduFTc
0.493,1924,0.992,Ignacio Corsini,0.329,170253,0.17,0,4mLDZgVosOy0ZharLlerK0,0.401,10,0.148,-27.037,0,El Pato Alegre - Remasterizado,0,1924-03-29,0.0627,64.447,spotify:track:4mLDZgVosOy0ZharLlerK0
0.8,1924,0.995,Francisco Canaro,0.499,178733,0.49,0,4srXADiC1aeEWPg8IcDfff,0.934,11,0.147,-16.745,1,El Rocío - Remasterizado,0,1924-07-11,0.123,122.224,spotify:track:4srXADiC1aeEWPg8IcDfff
0.883,1924,0.996,George Olsen,0.753,201253,0.316,0,4vLc0mWLQ8S8T6XR5Us97h,0.861,4,0.092,-13.68,0,Those Panama Mamas - Are Ruining me,0,1924-01-01,0.047,105.504,spotify:track:4vLc0mWLQ8S8T6XR5Us97h
0.754,1924,0.99,Georges Milton,0.747,183573,0.289,0,4zuSkKlnNPCq7Bflx7JMQG,0.0,9,0.22,-16.035999999999998,1,Le trompette en bois,0,1924,0.107,65.831,spotify:track:5tCbEr5W0MfhlesInMljdN
0.965,1924,0.996,George Olsen,0.677,171413,0.456,0,503XlfLtlqdQhIu9WJK4zo,0.797,10,0.157,-15.781,1,Sax-o-phun,0,1924-01-01,0.041,104.675,spotify:track:503XlfLtlqdQhIu9WJK4zo
0.5720000000000001,1924,0.995,Francisco Canaro,0.334,193267,0.311,0,53S2MU9AZtdPhAmAtxYdAf,0.97,6,0.147,-15.861,1,Reflejos - Remasterizado,0,1924-07-11,0.0748,168.437,spotify:track:53S2MU9AZtdPhAmAtxYdAf
0.68,1924,0.996,Francisco Canaro,0.591,177747,0.5379999999999999,0,58yxwImcolz0UxiBnXiU7o,0.9,4,0.316,-9.451,1,Amigazo - Remasterizado,0,1924-07-12,0.0724,115.426,spotify:track:58yxwImcolz0UxiBnXiU7o
0.757,1924,0.995,George Olsen,0.728,170587,0.3229999999999999,0,5AaoGLPAE3gNEdr7DAWyDe,0.764,0,0.139,-12.072,1,The Slave of Love,0,1924-01-01,0.0363,104.668,spotify:track:5AaoGLPAE3gNEdr7DAWyDe
0.44,1924,0.996,Francisco Canaro,0.574,156587,0.524,0,5GHzONOO44agKZ0D1sUIoL,0.947,7,0.13,-10.125,1,La Maldita - Remasterizado,0,1924-07-12,0.105,127.607,spotify:track:5GHzONOO44agKZ0D1sUIoL
0.789,1924,0.8640000000000001,"The Chenille Sisters, ""James Dapognys Chicago Jazz Band""]",0.54,155427,0.365,0,5H5BWIwlrKkWzx86VfGcuU,2.73e-06,0,0.0847,-10.057,1,At the Codfish Ball,0,1924,0.0537,158.53,spotify:track:5H5BWIwlrKkWzx86VfGcuU
0.83,1924,0.989,Ignacio Corsini,0.546,163293,0.305,0,5HrVPZAMDLW3qs0TNt6Wdv,0.9,8,0.114,-21.329,1,Martín Fierro - Remasterizado,0,1924-03-29,0.0517,83.00399999999998,spotify:track:5HrVPZAMDLW3qs0TNt6Wdv
0.759,1924,0.99,Ignacio Corsini,0.461,97493,0.5870000000000001,0,5IO4UbhRB6NKME2WHUgHN1,0.973,0,0.6829999999999999,-18.78,1,Maullidos - Remasterizado,0,1924-03-29,0.49,67.355,spotify:track:5IO4UbhRB6NKME2WHUgHN1
0.795,1924,0.996,Francisco Canaro,0.262,169307,0.515,0,5ItArcz1C4oLqsP0ynX0X0,0.966,3,0.303,-12.606,0,Entre Rejas - Remasterizado,0,1924-07-12,0.0685,74.955,spotify:track:5OS2l0euaSlvAyCGY5rOuy
0.688,1924,0.996,Francisco Canaro,0.616,172333,0.325,0,5IuSiHLUKKDzf1nTpdYjN0,0.96,11,0.312,-14.640999999999998,0,Alfredo - Remasterizado,0,1924-07-12,0.0441,118.544,spotify:track:5IuSiHLUKKDzf1nTpdYjN0
0.605,1924,0.995,Bijoylal Mukherjee,0.346,173375,0.339,0,5JHebWyrUzXXLGNCn1vVR4,1.6e-05,0,0.588,-14.342,1,Omon Kore Ma Tor Haasi,0,1924-12-31,0.039,92.245,spotify:track:5JHebWyrUzXXLGNCn1vVR4
0.622,1924,0.996,Francisco Canaro,0.535,128667,0.279,0,5K6eShQXgL65FitgXDl7sp,0.949,6,0.357,-16.063,1,Madame Pompadour - Remasterizado,0,1924-07-11,0.0844,149.034,spotify:track:5K6eShQXgL65FitgXDl7sp
0.55,1924,0.996,Francisco Canaro,0.513,171320,0.305,0,5L4O8EOyMaeCeWz9X500Dm,0.897,2,0.16,-15.49,1,Mi Noche Alegre - Remasterizado,0,1924-07-12,0.248,116.572,spotify:track:5L4O8EOyMaeCeWz9X500Dm
0.55,1924,0.945,Lionel Hampton Orchestra,0.565,322587,0.605,0,5P6rLF53DKfDZElPgZrBF7,0.8759999999999999,10,0.0911,-11.482,1,Birth of the Blues,0,1924,0.0325,116.593,spotify:track:5xwFw9jHO1UKBID28V4bhT
0.685,1924,0.996,Ignacio Corsini,0.51,139760,0.263,0,5PnoWOpiLKfTxnbTzP4pH9,0.961,2,0.46,-14.126,1,Sombras - Remasterizado,0,1924-03-29,0.0705,125.761,spotify:track:5PnoWOpiLKfTxnbTzP4pH9
0.802,1924,0.606,Teddy Wilson & His All-Stars,0.778,178693,0.39,0,5R4vvUXYIn9tFoi68GsYwW,0.0303,0,0.136,-12.192,1,Sugar Plum,0,1924,0.0645,93.941,spotify:track:2eNnjeDpgpTqs9ncC7EAbF
0.836,1924,0.929,"Paul Whiteman & His Orchestra, Bing Crosby, Bix Beiderbecke",0.753,171000,0.47,0,5SAzSfD1eAuuy3H93owYKk,0.00462,1,0.527,-10.059,0,You Took Advantage of Me (with Bing Crosby & Bix Beiderbecke),1,1924,0.118,102.994,spotify:track:1umL394y6IyeD9aZHuhjhL
0.46,1924,0.994,Lionel Hampton Orchestra,0.484,190627,0.387,0,5ab7VUgTYMtn0WYxfiVw7K,0.917,3,0.831,-12.306,1,I've Got a Feeling I'm Falling,2,1924,0.0315,91.558,
0.76,1924,0.994,George Olsen,0.69,182067,0.4270000000000001,0,5bBLHhJzqqNqEX184N4pQp,0.845,10,0.248,-13.525,1,He's the Hottest Man In Town,0,1924-01-01,0.0406,105.231,
0.92,1924,0.996,Francisco Canaro,0.735,175280,0.325,0,5eHqeM6dI4W30vqE1f7Ocy,0.911,9,0.509,-14.517,1,El Matrero - Remasterizado,0,1924-07-12,0.0549,112.052,spotify:track:5eHqeM6dI4W30vqE1f7Ocy
0.84,1924,0.919,Lionel Hampton Orchestra,0.742,192680,0.805,0,5hGmr6KQWzcCGdTYxf4P4S,0.578,1,0.259,-5.122999999999998,1,Stompin' at the Savoy - Mix One,0,1924,0.036,112.84,spotify:track:5hGmr6KQWzcCGdTYxf4P4S
0.6970000000000001,1924,0.996,Maurice Chevalier,0.476,139293,0.149,0,5hKoJAuCgukMBXd0W9ZdVt,0.0,0,0.388,-16.185,1,Ca n'est pas la même chose,0,1924,0.0492,86.447,spotify:track:5hKoJAuCgukMBXd0W9ZdVt
0.775,1924,0.732,Lionel Hampton Orchestra,0.76,195667,0.354,0,5hoLIJF3clip0VplseKOyG,5.24e-05,9,0.0854,-12.788,0,You're My Ideal,0,1924,0.0711,113.981,
0.963,1924,0.982,George Olsen,0.778,176107,0.38,0,5ixjL1GSioVd8lGNkLwYDM,0.431,7,0.0922,-12.082,1,Say Arabella - What's A Fella To Do,0,1924-01-01,0.038,107.463,spotify:track:5ixjL1GSioVd8lGNkLwYDM
0.731,1924,0.996,Francisco Canaro,0.423,171347,0.441,0,5kSeMwoKtS12E5CM2nKva0,0.914,10,0.7879999999999999,-12.383,0,Llanto de Amor - Remasterizado,0,1924-07-12,0.0447,72.046,spotify:track:5kSeMwoKtS12E5CM2nKva0
0.862,1924,0.8140000000000001,"The Chenille Sisters, ""James Dapognys Chicago Jazz Band""]",0.52,208240,0.381,0,5kgUhsCxWKTIl9HitccHTw,0.0227,5,0.201,-11.147,1,Button Up Your Overcoat,1,1924,0.0506,184.814,spotify:track:5kgUhsCxWKTIl9HitccHTw
0.921,1924,0.993,George Olsen,0.595,186040,0.407,0,5nEG47pZrOxPo2HQLxnOFn,0.256,3,0.0874,-11.626,1,Beale Street Blues,0,1924-01-01,0.0654,200.905,spotify:track:5nEG47pZrOxPo2HQLxnOFn
0.5489999999999999,1924,0.996,Francisco Canaro,0.653,169333,0.211,0,5oK7hYOkBEkXz9d9lumSGd,0.862,0,0.223,-16.294,0,Cascabelito - Remasterizado,0,1924-07-11,0.066,123.96,spotify:track:5oK7hYOkBEkXz9d9lumSGd
0.401,1924,0.0231,Lionel Hampton Orchestra,0.477,375307,0.446,0,5pxZkT5e2TDtFBwFRtSB5D,0.0391,7,0.424,-15.050999999999998,1,Mr. J,0,1924,0.0402,83.291,spotify:track:77UCNFoeN8yJdiIlwtynbj
0.0,1924,0.996,Francisco Canaro,0.0,170253,0.315,0,5tQsQaMquCXBREb1FNymi7,0.956,8,0.375,-15.969,0,Oh Mujer Mujer - Remasterizado,0,1924-07-12,0.0,0.0,spotify:track:5tQsQaMquCXBREb1FNymi7
0.7190000000000001,1924,0.765,"The Chenille Sisters, ""James Dapognys Chicago Jazz Band""]",0.731,240693,0.386,0,5tqBa2U9oKGIogbeXMsRUp,0.126,0,0.274,-11.018,1,"Tell Me, Tell Me, Baby",0,1924,0.0331,126.444,spotify:track:5tqBa2U9oKGIogbeXMsRUp
0.728,1924,0.8959999999999999,"Jones-Smith, Incorporated",0.767,186667,0.236,0,5v4GREJgz2A4IIsDAh6Xv1,0.0677,7,0.0967,-13.798,1,"Oh, Lady Be Good! (78rpm Version)",0,1924,0.0698,93.567,spotify:track:35OdfPBJ4MtOytCY4HAs3o
0.616,1924,0.995,Francisco Canaro,0.484,165880,0.357,0,5xEaN9KWzxI7yodq5IChQB,0.943,7,0.232,-14.954,1,Yo Tartamudeo - Remasterizado,0,1924-07-11,0.223,174.226,spotify:track:5xEaN9KWzxI7yodq5IChQB
0.743,1924,0.995,George Olsen,0.402,176373,0.244,0,61tPk9oU7n4Z0nqcIf7vQg,0.809,0,0.0775,-16.48,1,Why Couldn't It Be Poor Little Me,0,1924-01-01,0.0503,210.421,spotify:track:61tPk9oU7n4Z0nqcIf7vQg
0.755,1924,0.993,Georgius,0.594,211040,0.329,0,62iSxXOvjCAAZO0uaQE00r,0.0,8,0.116,-15.134,1,Par politesse,0,1924,0.263,80.329,spotify:track:4dQU9GzPlMwjf2N0lkJaPC
0.648,1924,0.996,George Olsen,0.618,184840,0.278,0,633pI004Sj1MzvGt0xazcy,0.866,0,0.1669999999999999,-14.328,0,Everybody Loves My Baby - But My Baby Don't Love Nobody But Me,0,1924-01-01,0.0628,176.77599999999995,spotify:track:633pI004Sj1MzvGt0xazcy
0.6920000000000001,1924,0.996,Francisco Canaro,0.394,152387,0.375,0,693026zJdM7qLpwGAcAloy,0.901,9,0.7709999999999999,-16.496,1,Para Usted Mi Nenita - Remasterizado,0,1924-07-12,0.0437,83.214,spotify:track:693026zJdM7qLpwGAcAloy
0.6729999999999999,1924,0.995,George Olsen,0.426,185267,0.223,0,6BqGRSPdHkvRJ5XcRGfflf,0.913,5,0.123,-16.407,1,Put Away a Little Ray of Golden Sunshine,0,1924-01-01,0.0426,208.925,spotify:track:6BqGRSPdHkvRJ5XcRGfflf
0.568,1924,0.995,Francisco Canaro,0.38,169173,0.459,0,6CTMrZvUsc3k3xm8oKXXQH,0.911,10,0.162,-19.284,1,Evocación - Remasterizado,0,1924-07-11,0.338,124.502,spotify:track:6CTMrZvUsc3k3xm8oKXXQH
0.585,1924,0.996,Ignacio Corsini,0.313,172107,0.0773,0,6HX0QJiKsDUAb9QzH4EVs0,0.959,10,0.141,-27.583,0,Oh Mujer Mujer - Remasterizado,0,1924-03-29,0.052,201.031,spotify:track:6HX0QJiKsDUAb9QzH4EVs0
0.563,1924,0.966,Count Basie,0.524,140840,0.269,0,6OlnIrsPk9qv1hFLBtrXRb,0.825,8,0.123,-14.617,1,Moten Swing,0,1924,0.11,183.752,spotify:track:6oyEoTgzTAEh9AzQFv6zhF
0.5870000000000001,1924,0.996,Francisco Canaro,0.4320000000000001,156267,0.264,0,6Po2YeMVr5Ee23OZoY9RgZ,0.925,4,0.38,-14.616,1,Todo Corazón - Remasterizado,0,1924-07-12,0.0585,118.359,spotify:track:6Po2YeMVr5Ee23OZoY9RgZ
0.479,1924,0.996,Francisco Canaro,0.742,173360,0.21,0,6SJEjLR19BlLNBxIJVX5zX,0.938,11,0.328,-17.135,0,Talan Talan - Remasterizado,0,1924-07-11,0.0801,117.433,spotify:track:6SJEjLR19BlLNBxIJVX5zX
0.705,1924,0.996,Francisco Canaro,0.406,175733,0.45,0,6U7X6rtxqIxdh2F9ScqIOI,0.97,8,0.364,-14.074000000000002,1,La Diana - Remasterizado,0,1924-07-12,0.25,72.514,spotify:track:6U7X6rtxqIxdh2F9ScqIOI
0.58,1925,0.969,Tommy Dorsey,0.6779999999999999,194320,0.175,0,3XDharvL8vEyxdQwOQKmww,0.00105,3,0.177,-13.021,1,"On the Sunny Side of the Street (From ""Is Everybody Happy?"")",37,1925,0.0301,112.941,spotify:track:2LJpAtfbQrNt06BNCfmGlR
0.406,1925,0.98,Tommy Dorsey,0.455,275773,0.0804,0,2AATCpoin3pSsUwjLKNCYe,0.000317,8,0.136,-15.696,1,Manhattan Serenade,30,1925,0.04,77.926,spotify:track:6AsCaYsDYoyU2PEFbSLgpf
0.805,1925,0.991,"Tommy Dorsey, Jack Leonard, Bunny Berigan",0.531,197787,0.17,0,47c6hVC9hL8KoAclJCVOXC,0.174,5,0.126,-14.5,1,Marie,30,1925,0.0771,165.165,spotify:track:1R75PyQKp8uMjh6FlPPeOU
0.149,1925,0.992,Tommy Dorsey,0.513,217253,0.108,0,3p0VwUCFW31rwgugbnAGhW,0.932,9,0.112,-16.835,1,I'm Gettin' Sentimental Over You,29,1925,0.0315,103.752,spotify:track:07wsLEzUCjgZqhBQsTc3P6
0.85,1925,0.982,Louis Armstrong & His Hot Five,0.6659999999999999,150160,0.336,0,2nOYxyusxAfqjZCUSxfNZ4,0.733,8,0.0789,-10.138,1,Muskrat Ramble,22,1925,0.222,183.833,spotify:track:0o5rGmxu61uteBIMSym5fK
0.657,1925,0.939,Tommy Dorsey,0.377,175920,0.4970000000000001,0,6C0bdY5MgM2WYu6yuxtzC5,0.946,0,0.322,-9.292,0,Opus #1,24,1925,0.0332,169.203,spotify:track:6mlUCIOjUFLqlBAYbeGH5J
0.647,1925,0.981,Ethel Waters,0.68,181293,0.241,0,3Fc83pvJzQ5VcRFSGlvMCO,0.0,2,0.165,-9.866,1,Heat Wave,26,1925,0.0634,84.91,spotify:track:3Fc83pvJzQ5VcRFSGlvMCO
0.925,1925,0.915,Louis Armstrong & His Hot Five,0.7829999999999999,146267,0.3,0,7dXVSMwfH5X9y2ou0WtrzK,0.478,7,0.0288,-10.066,1,"Come Back, Sweet Papa",20,1925,0.13,99.102,spotify:track:7vHMW83G12ReQdIdeFjz1d
0.634,1925,0.935,Tommy Dorsey,0.41,186960,0.23,0,4ou73CMygT62S9gubMZxIe,0.888,5,0.4270000000000001,-12.827,1,Song of India,23,1925,0.0602,174.06599999999997,spotify:track:2UYJt2PKVXKm4ojphZ7tWw
0.917,1925,0.852,Tommy Dorsey,0.6890000000000001,189787,0.222,0,5YYbVEtvB0PHxYVXrJTDpM,0.924,5,0.104,-15.98,1,Boogie Woogie,22,1925,0.127,145.205,spotify:track:6CdFfv0c00FCzmLbrubaB0
0.288,1925,0.988,Tommy Dorsey,0.473,185747,0.0887,0,3fHgV9OfktqOegAvEP6zlv,0.0,0,0.118,-13.93,1,Star Dust,20,1925,0.0418,78.675,spotify:track:0iYFAfnOVrrL15TgnSYK58
0.652,1925,0.984,Jelly Roll Morton,0.5720000000000001,200840,0.449,0,4HkUx8zJPUEh9sSYjO0ki6,0.0774,10,0.363,-7.5310000000000015,1,Doctor Jazz,15,1925,0.038,125.729,spotify:track:5LHzQRQpnxXeKMn3pmusSK
0.57,1925,0.983,Louis Armstrong & His Hot Five,0.6709999999999999,171800,0.324,0,5CLkYMVMOfqW3VWcjKKr1n,8.340000000000001e-05,8,0.143,-10.637,1,Heebie Jeebies,13,1925,0.106,164.628,spotify:track:3aUy1mENoki136roAaQpn5
0.768,1925,0.993,Louis Armstrong & His Hot Five,0.583,170533,0.288,0,2iHtgZVqtU2lGy0WBhwHnU,0.109,5,0.206,-9.204,1,Droppin' Shucks,11,1925,0.123,177.64700000000005,spotify:track:5yR0OHVWLWafMM3ocSgzwd
0.498,1925,0.945,"Tommy Dorsey, Sy Oliver, Jo Stafford",0.804,209987,0.217,0,7r9c3mqLjqfVe791cERNOI,0.0687,0,0.0849,-12.118,1,"Yes, Indeed!",14,1925,0.0602,131.11700000000002,spotify:track:3NlHfyV2rGYyFOlQtkhi7P
0.784,1925,0.992,Louis Armstrong & His Hot Five,0.631,181933,0.347,0,6xXlavKbZL6HqPfNWswZvp,0.0136,5,0.0889,-11.102,0,Don't Forget To Mess Around,10,1925,0.0601,101.803,spotify:track:0VrJGvUzoKxMcYJwmGjp6o
0.43,1925,0.954,Ethel Waters,0.35,185840,0.213,0,6O89uMM5FDGGRJ6aYLG51B,0.0,0,0.254,-12.808,1,Stormy Weather (Keeps Rainin' All The Time) - 78rpm Version,14,1925,0.0399,85.369,spotify:track:6O89uMM5FDGGRJ6aYLG51B
0.852,1925,0.968,The Dorsey Brothers,0.731,180960,0.341,0,0aUTZjgkNG4jJ0wzqtXh2G,0.138,3,0.212,-9.87,1,My Melancholy Baby,13,1925,0.146,101.408,spotify:track:2g5qn1OhBccEUcYsgOUfAJ
0.8270000000000001,1925,0.985,Louis Armstrong & His Hot Five,0.6920000000000001,142893,0.467,0,7y7gNlCv5WhDdBFXV1vGp2,0.0965,0,0.091,-7.237,0,My Heart,8,1925,0.0897,97.858,spotify:track:5zgBK1fTHBFqVGIYeyYYAo
0.495,1925,0.985,Louis Armstrong & His Hot Five,0.625,194627,0.223,0,6bTkrQHnJUXAQtIITRhTg5,0.0255,8,0.111,-11.825,1,You're Next,7,1925,0.0577,125.495,
0.77,1925,0.995,Louis Armstrong & His Hot Five,0.7509999999999999,156000,0.282,0,1qlX1t0ws9AyIksvKCzh83,0.000778,5,0.106,-9.918,1,Yes! I'm in the Barrel,6,1925,0.0697,154.265,spotify:track:4NvLI0RkxvMgpdb1fjDqls
0.451,1925,0.995,Louis Armstrong & His Hot Five,0.541,179333,0.258,0,5BnopTvfLza9CwvBl75iNv,0.614,5,0.16,-11.838,1,Oriental Strut,6,1925,0.0865,183.702,spotify:track:4B2ScdU4DYvmZtQZfJuEca
0.759,1925,0.996,Louis Armstrong & His Hot Five,0.618,168400,0.141,0,61wCa6mI8xxcZH2GGnWPBc,0.91,11,0.115,-17.2,1,Gut Bucket Blues,6,1925,0.113,138.691,spotify:track:29WsW4RtGChMzxBHEIACUd
0.209,1925,0.991,Tommy Dorsey,0.345,192027,0.127,0,6q9IP7wbfpocUiOEGvQqCZ,0.000133,0,0.72,-17.475,1,I'll Never Smile Again,7,1925,0.0372,71.003,spotify:track:10jUGASiA5Fr84eZHthyK8
0.809,1925,0.8490000000000001,Tommy Dorsey,0.6940000000000001,190120,0.363,0,06EAFIZpwSKY659b6KPtAR,0.552,10,0.103,-11.692,1,Hawaiian War Chant,9,1925,0.103,101.726,spotify:track:36XGXFK96bNvPxhL11MEN0
0.706,1925,0.897,Louis Armstrong & His Hot Five,0.73,151600,0.213,0,3mWcoPBHsrmcs1lj6uBfvz,0.0,8,0.152,-14.635,1,Georgia Grind,5,1925,0.0554,140.34,spotify:track:6iRgnwgoE9yr6x3Lmjf3Hq
0.259,1925,0.983,Bing Crosby,0.326,192627,0.117,0,6DYnSk5zkvMQEK8Awm2acT,6.32e-06,6,0.674,-13.753,1,How Deep Is the Ocean?,6,1925,0.0446,92.875,spotify:track:6ohfutVCpKTrp0sG7D8lUG
0.489,1925,0.962,Ethel Waters,0.568,209000,0.112,0,6kKeXUi0zunKxWrB2uUyWb,0.0,1,0.327,-13.026,1,Harlem On My Mind,10,1925,0.0747,95.221,spotify:track:6kKeXUi0zunKxWrB2uUyWb
0.7509999999999999,1925,0.995,Louis Armstrong & His Hot Five,0.622,175067,0.287,0,7e1JFTRrpZIgr7lLE5XBKC,0.163,5,0.0671,-9.342,1,Cornet Chop Suey,5,1925,0.153,94.987,spotify:track:36OrnbrJlJxrsdGsluTta4
0.603,1925,0.988,The Big Aces,0.5379999999999999,192893,0.333,0,7iGSIYRmzu18rIMe8HrFkq,0.158,0,0.139,-10.38,0,Cherry,8,1925,0.0764,174.542,spotify:track:6dfecuhYVPxspY1keIfhIX
0.6779999999999999,1925,0.988,Louis Armstrong & His Hot Five,0.573,159933,0.295,0,0rEP2CDOuvUm4zbhIPZAkK,0.000139,5,0.0784,-10.096,1,Gut Bucket Blues,4,1925,0.0525,146.336,spotify:track:29WsW4RtGChMzxBHEIACUd
0.954,1925,0.85,"Tommy Dorsey, Edythe Wright",0.6679999999999999,164107,0.288,0,5UXcT8kcQ0t0efFVp1m0Ma,0.25,5,0.155,-14.088,1,Head Over Heels in Love,5,1925,0.0747,95.922,spotify:track:2ZktXwMH8mVxIEXlKCcvLq
0.565,1925,0.994,Louis Armstrong & His Hot Five,0.595,182773,0.257,0,7od83Q1ZlsQtpsvNT5nGWH,0.335,2,0.411,-9.774,1,The King of the Zulus,5,1925,0.215,166.855,spotify:track:6xVCdroOORUMHucbfROQdQ
0.56,1925,0.954,Ethel Waters,0.7,178293,0.197,0,0sSVsv3yHMSkL0qeLRoRDa,0.0,2,0.361,-11.915,1,(What Did I Do To Be So) Black and Blue?,6,1925,0.136,120.542,spotify:track:0sSVsv3yHMSkL0qeLRoRDa
0.607,1925,0.97,Louis Armstrong & His Hot Five,0.672,182400,0.146,0,1qEXqZQkzIaUnhmfObk2sL,0.0182,0,0.101,-13.417,1,Skid-Dat-De-Dat,3,1925,0.0472,122.127,spotify:track:7IZ8aZ6SOUzBpEq8doW5jD
